parent_type,parent_id,parent_label,relationship,child_type,child_id,child_label
provision,schedule-2-paragraph-M.2B-4,schedule-2-paragraph-M.2B-4,has_sub_provision,provision,schedule-2-paragraph-M.2B-4-a,a
provision,schedule-2-paragraph-M.2B-4,schedule-2-paragraph-M.2B-4,has_sub_provision,provision,schedule-2-paragraph-M.2B-4-b,b
class_block,"Class M – extensions etc for schools, colleges, universities , prisons and hospitals","Class M – extensions etc for schools, colleges, universities , prisons and hospitals",has_provision,provision,schedule-2-part-7-crossheading-class-m-extensions-etc-for-schools-colleges-universities-and-hospitals_paragraph-M.3,M
part,PART 7,PART 7,has_class,class_block,Class MA – alteration etc. of prison fences,Class MA – alteration etc. of prison fences
class_block,Class MA – alteration etc. of prison fences,Class MA – alteration etc. of prison fences,has_provision,provision,schedule-2-part-7-crossheading-class-ma-alteration-etc-of-prison-fences_paragraph-MA,MA
class_block,Class MA – alteration etc. of prison fences,Class MA – alteration etc. of prison fences,has_provision,provision,schedule-2-part-7-crossheading-class-ma-alteration-etc-of-prison-fences_paragraph-MA.1,MA.1
class_block,Class MA – alteration etc. of prison fences,Class MA – alteration etc. of prison fences,has_provision,provision,schedule-2-part-7-crossheading-class-ma-alteration-etc-of-prison-fences_paragraph-MA.2,MA.2
part,PART 7,PART 7,has_class,class_block,"Class N – hard surfaces for schools, colleges, universities or hospitals","Class N – hard surfaces for schools, colleges, universities or hospitals"
class_block,"Class N – hard surfaces for schools, colleges, universities or hospitals","Class N – hard surfaces for schools, colleges, universities or hospitals",has_provision,provision,schedule-2-part-7-crossheading-class-n-hard-surfaces-for-schools-colleges-universities-or-hospitals_paragraph-N,N
class_block,"Class N – hard surfaces for schools, colleges, universities or hospitals","Class N – hard surfaces for schools, colleges, universities or hospitals",has_provision,provision,schedule-2-part-7-crossheading-class-n-hard-surfaces-for-schools-colleges-universities-or-hospitals_paragraph-N.1,N
class_block,"Class N – hard surfaces for schools, colleges, universities or hospitals","Class N – hard surfaces for schools, colleges, universities or hospitals",has_provision,provision,schedule-2-part-7-crossheading-class-n-hard-surfaces-for-schools-colleges-universities-or-hospitals_paragraph-N.2,N
class_block,"Class N – hard surfaces for schools, colleges, universities or hospitals","Class N – hard surfaces for schools, colleges, universities or hospitals",has_provision,provision,schedule-2-part-7-crossheading-class-n-hard-surfaces-for-schools-colleges-universities-or-hospitals_paragraph-O,O
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 8,PART 8 - Transport related development
part,PART 8,PART 8,has_class,class_block,Class A – railway or light railway undertakings,Class A – railway or light railway undertakings
class_block,Class A – railway or light railway undertakings,Class A – railway or light railway undertakings,has_provision,provision,schedule-2-part-8-crossheading-class-a-railway-or-light-railway-undertakings_paragraph-A,A
class_block,Class A – railway or light railway undertakings,Class A – railway or light railway undertakings,has_provision,provision,schedule-2-part-8-crossheading-class-a-railway-or-light-railway-undertakings_paragraph-A.1,A
class_block,Class A – railway or light railway undertakings,Class A – railway or light railway undertakings,has_provision,provision,schedule-2-part-8-crossheading-class-a-railway-or-light-railway-undertakings_paragraph-A.2,A
part,PART 8,PART 8,has_class,class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings"
class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings",has_provision,provision,schedule-2-part-8-crossheading-class-b-dock-pier-harbour-water-transport-canal-or-inland-navigation-undertakings_paragraph-B,B
class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings",has_provision,provision,schedule-2-part-8-crossheading-class-b-dock-pier-harbour-water-transport-canal-or-inland-navigation-undertakings_paragraph-B.1,B
class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings",has_provision,provision,schedule-2-paragraph-B.1A,B.1A
provision,schedule-2-paragraph-B.1A,schedule-2-paragraph-B.1A,has_sub_provision,provision,schedule-2-paragraph-B.1A-1,1
class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings",has_provision,provision,schedule-2-part-8-crossheading-class-b-dock-pier-harbour-water-transport-canal-or-inland-navigation-undertakings_paragraph-B.2,B
class_block,"Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings","Class B – dock, pier, harbour, water transport, canal or inland navigation undertakings",has_provision,provision,schedule-2-paragraph-B.3,B.3
part,PART 8,PART 8,has_class,class_block,Class C – works to inland waterways,Class C – works to inland waterways
class_block,Class C – works to inland waterways,Class C – works to inland waterways,has_provision,provision,schedule-2-part-8-crossheading-class-c-works-to-inland-waterways_paragraph-C,C
part,PART 8,PART 8,has_class,class_block,Class D – dredging by transport undertakings,Class D – dredging by transport undertakings
class_block,Class D – dredging by transport undertakings,Class D – dredging by transport undertakings,has_provision,provision,schedule-2-part-8-crossheading-class-d-dredging-by-transport-undertakings_paragraph-D,D
part,PART 8,PART 8,has_class,class_block,Class E – development for the aid of shipping,Class E – development for the aid of shipping
class_block,Class E – development for the aid of shipping,Class E – development for the aid of shipping,has_provision,provision,schedule-2-part-8-crossheading-class-e-development-for-the-aid-of-shipping_paragraph-E,E
class_block,Class E – development for the aid of shipping,Class E – development for the aid of shipping,has_provision,provision,schedule-2-part-8-crossheading-class-e-development-for-the-aid-of-shipping_paragraph-E.1,E
part,PART 8,PART 8,has_class,class_block,Class F – development at an airport,Class F – development at an airport
class_block,Class F – development at an airport,Class F – development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-f-development-at-an-airport_paragraph-F,F
class_block,Class F – development at an airport,Class F – development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-f-development-at-an-airport_paragraph-F.1,F
class_block,Class F – development at an airport,Class F – development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-f-development-at-an-airport_paragraph-F.2,F
class_block,Class F – development at an airport,Class F – development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-f-development-at-an-airport_paragraph-F.3,F
class_block,Class F – development at an airport,Class F – development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-f-development-at-an-airport_paragraph-F.4,F
part,PART 8,PART 8,has_class,class_block,Class G – air traffic services development at an airport,Class G – air traffic services development at an airport
class_block,Class G – air traffic services development at an airport,Class G – air traffic services development at an airport,has_provision,provision,schedule-2-part-8-crossheading-class-g-air-traffic-services-development-at-an-airport_paragraph-G,G
part,PART 8,PART 8,has_class,class_block,Class H – air traffic services development near an airport,Class H – air traffic services development near an airport
class_block,Class H – air traffic services development near an airport,Class H – air traffic services development near an airport,has_provision,provision,schedule-2-part-8-crossheading-class-h-air-traffic-services-development-near-an-airport_paragraph-H,H
class_block,Class H – air traffic services development near an airport,Class H – air traffic services development near an airport,has_provision,provision,schedule-2-part-8-crossheading-class-h-air-traffic-services-development-near-an-airport_paragraph-H.1,H
part,PART 8,PART 8,has_class,class_block,Class I – development by an air traffic services licence holder within an airport,Class I – development by an air traffic services licence holder within an airport
class_block,Class I – development by an air traffic services licence holder within an airport,Class I – development by an air traffic services licence holder within an airport,has_provision,provision,schedule-2-part-8-crossheading-class-i-development-by-an-air-traffic-services-licence-holder-within-an-airport_paragraph-I,I
part,PART 8,PART 8,has_class,class_block,Class J – development by an air traffic services licence holder on operational land,Class J – development by an air traffic services licence holder on operational land
class_block,Class J – development by an air traffic services licence holder on operational land,Class J – development by an air traffic services licence holder on operational land,has_provision,provision,schedule-2-part-8-crossheading-class-j-development-by-an-air-traffic-services-licence-holder-on-operational-land_paragraph-J,J
class_block,Class J – development by an air traffic services licence holder on operational land,Class J – development by an air traffic services licence holder on operational land,has_provision,provision,schedule-2-part-8-crossheading-class-j-development-by-an-air-traffic-services-licence-holder-on-operational-land_paragraph-J.1,J
part,PART 8,PART 8,has_class,class_block,Class K – development by an air traffic services licence holder in an emergency,Class K – development by an air traffic services licence holder in an emergency
class_block,Class K – development by an air traffic services licence holder in an emergency,Class K – development by an air traffic services licence holder in an emergency,has_provision,provision,schedule-2-part-8-crossheading-class-k-development-by-an-air-traffic-services-licence-holder-in-an-emergency_paragraph-K,K
class_block,Class K – development by an air traffic services licence holder in an emergency,Class K – development by an air traffic services licence holder in an emergency,has_provision,provision,schedule-2-part-8-crossheading-class-k-development-by-an-air-traffic-services-licence-holder-in-an-emergency_paragraph-K.1,K
part,PART 8,PART 8,has_class,class_block,Class L – development by an air traffic services licence holder involving moveable structures,Class L – development by an air traffic services licence holder involving moveable structures
class_block,Class L – development by an air traffic services licence holder involving moveable structures,Class L – development by an air traffic services licence holder involving moveable structures,has_provision,provision,schedule-2-part-8-crossheading-class-l-development-by-an-air-traffic-services-licence-holder-involving-moveable-structures_paragraph-L,L
class_block,Class L – development by an air traffic services licence holder involving moveable structures,Class L – development by an air traffic services licence holder involving moveable structures,has_provision,provision,schedule-2-part-8-crossheading-class-l-development-by-an-air-traffic-services-licence-holder-involving-moveable-structures_paragraph-L.1,L
part,PART 8,PART 8,has_class,class_block,Class M – development by the Civil Aviation Authority for surveys etc.,Class M – development by the Civil Aviation Authority for surveys etc.
class_block,Class M – development by the Civil Aviation Authority for surveys etc.,Class M – development by the Civil Aviation Authority for surveys etc.,has_provision,provision,schedule-2-part-8-crossheading-class-m-development-by-the-civil-aviation-authority-for-surveys-etc_paragraph-M,M
class_block,Class M – development by the Civil Aviation Authority for surveys etc.,Class M – development by the Civil Aviation Authority for surveys etc.,has_provision,provision,schedule-2-part-8-crossheading-class-m-development-by-the-civil-aviation-authority-for-surveys-etc_paragraph-M.1,M
part,PART 8,PART 8,has_class,class_block,Class N – use of airport buildings managed by relevant airport operators,Class N – use of airport buildings managed by relevant airport operators
class_block,Class N – use of airport buildings managed by relevant airport operators,Class N – use of airport buildings managed by relevant airport operators,has_provision,provision,schedule-2-part-8-crossheading-class-n-use-of-airport-buildings-managed-by-relevant-airport-operators_paragraph-N,N
class_block,Class N – use of airport buildings managed by relevant airport operators,Class N – use of airport buildings managed by relevant airport operators,has_provision,provision,schedule-2-part-8-crossheading-class-n-use-of-airport-buildings-managed-by-relevant-airport-operators_paragraph-O,O
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 9,PART 9 - Development relating to roads
part,PART 9,PART 9,has_class,class_block,Class A – development by highways authorities,Class A – development by highways authorities
class_block,Class A – development by highways authorities,Class A – development by highways authorities,has_provision,provision,schedule-2-part-9-crossheading-class-a-development-by-highways-authorities_paragraph-A,A
part,PART 9,PART 9,has_class,class_block,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980
class_block,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980,has_provision,provision,schedule-2-part-9-crossheading-class-b-development-by-the-secretary-of-state-or-a-strategic-highways-company-under-the-highways-act-1980_paragraph-B,B
class_block,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980,Class B – development by the Secretary of State or a strategic highways company under the Highways Act 1980,has_provision,provision,schedule-2-part-9-crossheading-class-b-development-by-the-secretary-of-state-or-a-strategic-highways-company-under-the-highways-act-1980_paragraph-B.1,B
part,PART 9,PART 9,has_class,class_block,Class C – tramway or road transport undertakings,Class C – tramway or road transport undertakings
class_block,Class C – tramway or road transport undertakings,Class C – tramway or road transport undertakings,has_provision,provision,schedule-2-part-9-crossheading-class-c-tramway-or-road-transport-undertakings_paragraph-C,C
class_block,Class C – tramway or road transport undertakings,Class C – tramway or road transport undertakings,has_provision,provision,schedule-2-part-9-crossheading-class-c-tramway-or-road-transport-undertakings_paragraph-C.1,C
class_block,Class C – tramway or road transport undertakings,Class C – tramway or road transport undertakings,has_provision,provision,schedule-2-part-9-crossheading-class-c-tramway-or-road-transport-undertakings_paragraph-C.2,C
part,PART 9,PART 9,has_class,class_block,Class D – toll road facilities,Class D – toll road facilities
class_block,Class D – toll road facilities,Class D – toll road facilities,has_provision,provision,schedule-2-part-9-crossheading-class-d-toll-road-facilities_paragraph-D,D
class_block,Class D – toll road facilities,Class D – toll road facilities,has_provision,provision,schedule-2-part-9-crossheading-class-d-toll-road-facilities_paragraph-D.1,D
class_block,Class D – toll road facilities,Class D – toll road facilities,has_provision,provision,schedule-2-part-9-crossheading-class-d-toll-road-facilities_paragraph-D.2,D
class_block,Class D – toll road facilities,Class D – toll road facilities,has_provision,provision,schedule-2-part-9-crossheading-class-d-toll-road-facilities_paragraph-D.3,D
part,PART 9,PART 9,has_class,class_block,Class E – repairs to unadopted streets and private ways,Class E – repairs to unadopted streets and private ways
class_block,Class E – repairs to unadopted streets and private ways,Class E – repairs to unadopted streets and private ways,has_provision,provision,schedule-2-part-9-crossheading-class-e-repairs-to-unadopted-streets-and-private-ways_paragraph-E,E
class_block,Class E – repairs to unadopted streets and private ways,Class E – repairs to unadopted streets and private ways,has_provision,provision,schedule-2-part-9-crossheading-class-e-repairs-to-unadopted-streets-and-private-ways_paragraph-E.1,E
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 10,PART 10 - Repairs to services
part,PART 10,PART 10,has_class,class_block,Class A,Class A
class_block,Class A,Class A,has_provision,provision,schedule-2-part-10-crossheading-class-a_paragraph-A,A
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 11,PART 11 - Heritage and demolition
part,PART 11,PART 11,has_class,class_block,Class A – development by Historic England,Class A – development by Historic England
class_block,Class A – development by Historic England,Class A – development by Historic England,has_provision,provision,schedule-2-part-11-crossheading-class-a-development-by-historic-england_paragraph-A,A
class_block,Class A – development by Historic England,Class A – development by Historic England,has_provision,provision,schedule-2-part-11-crossheading-class-a-development-by-historic-england_paragraph-A.1,A
class_block,Class A – development by Historic England,Class A – development by Historic England,has_provision,provision,schedule-2-part-11-crossheading-class-a-development-by-historic-england_paragraph-A.2,A
class_block,Class A – development by Historic England,Class A – development by Historic England,has_provision,provision,schedule-2-part-11-crossheading-class-a-development-by-historic-england_paragraph-A.3,A
part,PART 11,PART 11,has_class,class_block,Class B – demolition of buildings,Class B – demolition of buildings
class_block,Class B – demolition of buildings,Class B – demolition of buildings,has_provision,provision,schedule-2-part-11-crossheading-class-b-demolition-of-buildings_paragraph-B,B
class_block,Class B – demolition of buildings,Class B – demolition of buildings,has_provision,provision,schedule-2-part-11-crossheading-class-b-demolition-of-buildings_paragraph-B.1,B
class_block,Class B – demolition of buildings,Class B – demolition of buildings,has_provision,provision,schedule-2-part-11-crossheading-class-b-demolition-of-buildings_paragraph-B.2,B
class_block,Class B – demolition of buildings,Class B – demolition of buildings,has_provision,provision,schedule-2-part-11-crossheading-class-b-demolition-of-buildings_paragraph-B.3,B
part,PART 11,PART 11,has_class,class_block,"Class C – demolition of gates, fences, walls etc","Class C – demolition of gates, fences, walls etc"
class_block,"Class C – demolition of gates, fences, walls etc","Class C – demolition of gates, fences, walls etc",has_provision,provision,schedule-2-part-11-crossheading-class-c-demolition-of-gates-fences-walls-etc_paragraph-C,C
class_block,"Class C – demolition of gates, fences, walls etc","Class C – demolition of gates, fences, walls etc",has_provision,provision,schedule-2-part-11-crossheading-class-c-demolition-of-gates-fences-walls-etc_paragraph-C.1,C
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 12,PART 12 - Development by local authorities
part,PART 12,PART 12,has_class,class_block,Class A,Class A
class_block,Class A,Class A,has_provision,provision,schedule-2-part-12-crossheading-class-a_paragraph-A,A
class_block,Class A,Class A,has_provision,provision,schedule-2-part-12-crossheading-class-a_paragraph-A.1,A
class_block,Class A,Class A,has_provision,provision,schedule-2-part-12-crossheading-class-a_paragraph-A.2,A
part,PART 12,PART 12,has_class,class_block,Class B,Class B
class_block,Class B,Class B,has_provision,provision,schedule-2-part-12-crossheading-class-b_paragraph-B,B
class_block,Class B,Class B,has_provision,provision,schedule-2-part-12-crossheading-class-b_paragraph-B.1,B
part,PART 12,PART 12,has_class,class_block,Class BA - holding of a market by or on behalf of a local authority,Class BA - holding of a market by or on behalf of a local authority
class_block,Class BA - holding of a market by or on behalf of a local authority,Class BA - holding of a market by or on behalf of a local authority,has_provision,provision,schedule-2-part-12-crossheading-class-ba-holding-of-a-market-by-or-on-behalf-of-a-local-authority_paragraph-BA,B
class_block,Class BA - holding of a market by or on behalf of a local authority,Class BA - holding of a market by or on behalf of a local authority,has_provision,provision,schedule-2-part-12-crossheading-class-ba-holding-of-a-market-by-or-on-behalf-of-a-local-authority_paragraph-BA.1,B
part,PART 12,PART 12,has_provision,provision,_paragraph-C,C
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 12A,PART 12A - Development by Local Authorities and Health Service Bodies
part,PART 12A,PART 12A,has_class,class_block,Class A - Emergency development by a local authority or health service body,Class A - Emergency development by a local authority or health service body
class_block,Class A - Emergency development by a local authority or health service body,Class A - Emergency development by a local authority or health service body,has_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A,A
class_block,Class A - Emergency development by a local authority or health service body,Class A - Emergency development by a local authority or health service body,has_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.1,A.1
class_block,Class A - Emergency development by a local authority or health service body,Class A - Emergency development by a local authority or health service body,has_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.2,A.2
class_block,Class A - Emergency development by a local authority or health service body,Class A - Emergency development by a local authority or health service body,has_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,A.3
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-1,1
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,2
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-a,a
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-b,b
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-c,c
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-d,d
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-e,e
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-f,f
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-g,g
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-2-h,h
provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3,has_sub_provision,provision,schedule-2-part-12A-crossheading-class-a-emergency-development-by-a-local-authority-or-health-service-body_paragraph-A.3-3,3
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 13,PART 13 - Water and sewerage
part,PART 13,PART 13,has_class,class_block,Class A – Water or hydraulic power undertakings,Class A – Water or hydraulic power undertakings
class_block,Class A – Water or hydraulic power undertakings,Class A – Water or hydraulic power undertakings,has_provision,provision,schedule-2-part-13-crossheading-class-a-water-or-hydraulic-power-undertakings_paragraph-A,A
class_block,Class A – Water or hydraulic power undertakings,Class A – Water or hydraulic power undertakings,has_provision,provision,schedule-2-part-13-crossheading-class-a-water-or-hydraulic-power-undertakings_paragraph-A.1,A
class_block,Class A – Water or hydraulic power undertakings,Class A – Water or hydraulic power undertakings,has_provision,provision,schedule-2-part-13-crossheading-class-a-water-or-hydraulic-power-undertakings_paragraph-A.2,A
part,PART 13,PART 13,has_class,class_block,Class B – development by or on behalf of sewerage undertakers,Class B – development by or on behalf of sewerage undertakers
class_block,Class B – development by or on behalf of sewerage undertakers,Class B – development by or on behalf of sewerage undertakers,has_provision,provision,schedule-2-part-13-crossheading-class-b-development-by-or-on-behalf-of-sewerage-undertakers_paragraph-B,B
class_block,Class B – development by or on behalf of sewerage undertakers,Class B – development by or on behalf of sewerage undertakers,has_provision,provision,schedule-2-part-13-crossheading-class-b-development-by-or-on-behalf-of-sewerage-undertakers_paragraph-B.1,B
class_block,Class B – development by or on behalf of sewerage undertakers,Class B – development by or on behalf of sewerage undertakers,has_provision,provision,schedule-2-part-13-crossheading-class-b-development-by-or-on-behalf-of-sewerage-undertakers_paragraph-B.2,B
class_block,Class B – development by or on behalf of sewerage undertakers,Class B – development by or on behalf of sewerage undertakers,has_provision,provision,schedule-2-part-13-crossheading-class-b-development-by-or-on-behalf-of-sewerage-undertakers_paragraph-B.3,B
part,PART 13,PART 13,has_class,class_block,Class C – development by drainage bodies,Class C – development by drainage bodies
class_block,Class C – development by drainage bodies,Class C – development by drainage bodies,has_provision,provision,schedule-2-part-13-crossheading-class-c-development-by-drainage-bodies_paragraph-C,C
class_block,Class C – development by drainage bodies,Class C – development by drainage bodies,has_provision,provision,schedule-2-part-13-crossheading-class-c-development-by-drainage-bodies_paragraph-C.1,C
part,PART 13,PART 13,has_class,class_block,Class D – development by the Environment Agency,Class D – development by the Environment Agency
class_block,Class D – development by the Environment Agency,Class D – development by the Environment Agency,has_provision,provision,schedule-2-part-13-crossheading-class-d-development-by-the-environment-agency_paragraph-D,D
class_block,Class D – development by the Environment Agency,Class D – development by the Environment Agency,has_provision,provision,schedule-2-part-13-crossheading-class-d-development-by-the-environment-agency_paragraph-D.1,D
class_block,Class D – development by the Environment Agency,Class D – development by the Environment Agency,has_provision,provision,schedule-2-part-13-crossheading-class-d-development-by-the-environment-agency_paragraph-D.2,D
schedule,SCHEDULE 2,SCHEDULE 2,has_part,part,PART 14,PART 14 - Renewable energy
part,PART 14,PART 14,has_class,class_block,Class A – installation or alteration etc of solar equipment on domestic premises,Class A – installation or alteration etc of solar equipment on domestic premises
class_block,Class A – installation or alteration etc of solar equipment on domestic premises,Class A – installation or alteration etc of solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A,A
class_block,Class A – installation or alteration etc of solar equipment on domestic premises,Class A – installation or alteration etc of solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.1,A
class_block,Class A – installation or alteration etc of solar equipment on domestic premises,Class A – installation or alteration etc of solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.2,A
provision,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.2,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.2,has_sub_provision,provision,schedule-2-paragraph-A.2-ba,ba
provision,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.2,schedule-2-part-14-crossheading-class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises_paragraph-A.2,has_sub_provision,provision,schedule-2-paragraph-A.2-bb,bb
part,PART 14,PART 14,has_class,class_block,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises
class_block,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B,B
class_block,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.1,B
class_block,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,Class B - installation or alteration etc of stand-alone solar equipment on domestic premises,has_provision,provision,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.2,B
provision,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.2,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.2,has_sub_provision,provision,schedule-2-paragraph-B.2-aa,aa
provision,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.2,schedule-2-part-14-crossheading-class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises_paragraph-B.2,has_sub_provision,provision,schedule-2-paragraph-B.2-ab,ab
part,PART 14,PART 14,has_class,class_block,Class C – installation or alteration etc of ground source heat pumps on domestic premises,Class C – installation or alteration etc of ground source heat pumps on domestic premises
